DATA;DIA DA SEMANA;JOGOS ESPERADOS (TEORIA);JOGOS NA BD (REALIDADE);ESTADO AUDITORIA;OBSERVACOES OBRIGATORIAS
18/01/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/01/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/01/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/01/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
22/01/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/01/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/01/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/01/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/01/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/01/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/01/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
29/01/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
30/01/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
31/01/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/02/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/02/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/02/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/02/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
05/02/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/02/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/02/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/02/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/02/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/02/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/02/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
12/02/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/02/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/02/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/02/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/02/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/02/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/02/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
19/02/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/02/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/02/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/02/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/02/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/02/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/02/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
26/02/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/02/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/02/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/03/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/03/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/03/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/03/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
05/03/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/03/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/03/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/03/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/03/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/03/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/03/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
12/03/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/03/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/03/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/03/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/03/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/03/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/03/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
19/03/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/03/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/03/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/03/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/03/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/03/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/03/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
26/03/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/03/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/03/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
29/03/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
30/03/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
31/03/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/04/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
02/04/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/04/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/04/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
05/04/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/04/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/04/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/04/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
09/04/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/04/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/04/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
12/04/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/04/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/04/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/04/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
16/04/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/04/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/04/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/04/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/04/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/04/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/04/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
23/04/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/04/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/04/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/04/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/04/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/04/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
29/04/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
30/04/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/05/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/05/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/05/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/05/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
05/05/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/05/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
07/05/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/05/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/05/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/05/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/05/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
12/05/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/05/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
14/05/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/05/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/05/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/05/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/05/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/05/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/05/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
21/05/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/05/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/05/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/05/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/05/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/05/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/05/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
28/05/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
29/05/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
30/05/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
31/05/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/06/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/06/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/06/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
04/06/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
05/06/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/06/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/06/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/06/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/06/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/06/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
11/06/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
12/06/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/06/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/06/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/06/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/06/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/06/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
18/06/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/06/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/06/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/06/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/06/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/06/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/06/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
25/06/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/06/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/06/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/06/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
29/06/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
30/06/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/07/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
02/07/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/07/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/07/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
05/07/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/07/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/07/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/07/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
09/07/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/07/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/07/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
12/07/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/07/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/07/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/07/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
16/07/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/07/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/07/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/07/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/07/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/07/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/07/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
23/07/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/07/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/07/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/07/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/07/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/07/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
29/07/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
30/07/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
31/07/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/08/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/08/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/08/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/08/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
05/08/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
06/08/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/08/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/08/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/08/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/08/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/08/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
12/08/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
13/08/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/08/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/08/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/08/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/08/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/08/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/08/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
20/08/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/08/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/08/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/08/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/08/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/08/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/08/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
27/08/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/08/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
29/08/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
30/08/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
31/08/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/09/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/09/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
03/09/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/09/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
05/09/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/09/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/09/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/09/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/09/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
10/09/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/09/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
12/09/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/09/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/09/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/09/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/09/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
17/09/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/09/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/09/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/09/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/09/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/09/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/09/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
24/09/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/09/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/09/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/09/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/09/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
29/09/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
30/09/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
01/10/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/10/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/10/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/10/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
05/10/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/10/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/10/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
08/10/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/10/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/10/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/10/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
12/10/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/10/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/10/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
15/10/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/10/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/10/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/10/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/10/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/10/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/10/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
22/10/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/10/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/10/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/10/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/10/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/10/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/10/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
29/10/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
30/10/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
31/10/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/11/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/11/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/11/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/11/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
05/11/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/11/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/11/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/11/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/11/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/11/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/11/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
12/11/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/11/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/11/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/11/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/11/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/11/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/11/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
19/11/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/11/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/11/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/11/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/11/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/11/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/11/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
26/11/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/11/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
28/11/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
29/11/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
30/11/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/12/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/12/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
03/12/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/12/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
05/12/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/12/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
07/12/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/12/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/12/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
10/12/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/12/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
12/12/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/12/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
14/12/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/12/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/12/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
17/12/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/12/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/12/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/12/2005;TER;NENHUM;NENHUM;CALMO (Nenhum Jogo);
21/12/2005;QUA;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/12/2005;QUI;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/12/2005;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
24/12/2005;SAB;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/12/2005;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/12/2005;SEG;NENHUM;NENHUM;CALMO (Nenhum Jogo);
